INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,QSAR_READY_SMILES,MOLECULAR_FORMULA
DTXSID0027721,DSSTox_Substance_Id,DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,DTXCID107721,10081-67-1,UJAWGGOCYUPCPS-UHFFFAOYSA-N,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,"InChI=1S/C30H31N/c1-29(2,23-11-7-5-8-12-23)25-15-19-27(20-16-25)31-28-21-17-26(18-22-28)30(3,4)24-13-9-6-10-14-24/h5-22,31H,1-4H3
",CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,C30H31N
DTXSID1047601,DSSTox_Substance_Id,DTXSID1047601,"1,1-Dimethylphenylethanol",DTXCID9027601,100-86-7,RIWRBSMFKVOJMN-UHFFFAOYSA-N,2-Methyl-1-phenylpropan-2-ol,CC(C)(O)CC1=CC=CC=C1,"InChI=1S/C10H14O/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7,11H,8H2,1-2H3
",CC(C)(O)CC1=CC=CC=C1,C10H14O
DTXSID20884445,DSSTox_Substance_Id,DTXSID20884445,"13-Docosenamide, N-octadecyl-, (13Z)-",DTXCID201023885,10094-45-8,FUSNPOOETKRESL-ZPHPHTNESA-N,(13Z)-N-Octadecyldocos-13-enamide,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,"InChI=1S/C40H79NO/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-40(42)41-39-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h17,19H,3-16,18,20-39H2,1-2H3,(H,41,42)/b19-17-
","CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC=CCCCCCCCC,""CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC\\C=C/CCCCCCCC""",C40H79NO
DTXSID6020692,DSSTox_Substance_Id,DTXSID6020692,Methenamine,DTXCID00692,100-97-0,VKYKSIONXSXAKP-UHFFFAOYSA-N,"1,3,5,7-Tetraazatricyclo[3.3.1.1~3,7~]decane",C1N2CN3CN1CN(C2)C3,"InChI=1S/C6H12N4/c1-7-2-9-4-8(1)5-10(3-7)6-9/h1-6H2
",C1N2CN3CN1CN(C2)C3,C6H12N4
DTXSID2051502,DSSTox_Substance_Id,DTXSID2051502,Lanthanum chloride,DTXCID3030050,10099-58-8,ICAKDTKJOYSXGC-UHFFFAOYSA-K,Lanthanum trichloride,Cl[La](Cl)Cl,"InChI=1S/3ClH.La/h3*1H;/q;;;+3/p-3
",,Cl3La
DTXSID90890639,DSSTox_Substance_Id,DTXSID90890639,Lanthanum (III) nitrate,DTXCID801030923,10099-59-9,FYDKNKUEBJQCCN-UHFFFAOYSA-N,Lanthanum trinitrate,[La+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,"InChI=1S/La.3NO3/c;3*2-1(3)4/q+3;3*-1
",,LaN3O9
DTXSID2035069,DSSTox_Substance_Id,DTXSID2035069,Lead nitrate,DTXCID201478105,10099-74-8,RLJMLMKIBZAXJO-UHFFFAOYSA-N,,[Pb++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,"InChI=1S/2NO3.Pb/c2*2-1(3)4;/q2*-1;+2
",,N2O6Pb
DTXSID3041584,DSSTox_Substance_Id,DTXSID3041584,Acrinathrin,DTXCID1021584,101007-06-1,YLFSVIMMRPNPFK-WEQBUNFVSA-N,"(S)-Cyano(3-phenoxyphenyl)methyl (1R,3S)-3-{(1Z)-3-[(1,1,1,3,3,3-hexafluoropropan-2-yl)oxy]-3-oxoprop-1-en-1-yl}-2,2-dimethylcyclopropane-1-carboxylate",CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,"InChI=1S/C26H21F6NO5/c1-24(2)18(11-12-20(34)38-23(25(27,28)29)26(30,31)32)21(24)22(35)37-19(14-33)15-7-6-10-17(13-15)36-16-8-4-3-5-9-16/h3-13,18-19,21,23H,1-2H3/b12-11-/t18-,19+,21-/m0/s1
","""CC1(C)[C@@H](\\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1"",CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1",C26H21F6NO5
DTXSID2051504,DSSTox_Substance_Id,DTXSID2051504,Sodium permanganate,DTXCID3030052,10101-50-5,WPWYHBSOACXYBB-UHFFFAOYSA-N,Sodium tetraoxidomanganate(1-),[Na+].[O-][Mn](=O)(=O)=O,"InChI=1S/Mn.Na.4O/q;+1;;;;-1
",,MnNaO4
DTXSID70889526,DSSTox_Substance_Id,DTXSID70889526,Ammonium manganese pyrophosphate,DTXCID901028779,10101-66-3,UHHXUPJJDHEMGX-UHFFFAOYSA-K,Ammonium manganese(3+) diphosphate (1/1/1),[NH4+].[Mn+3].[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/Mn.H3N.H4O7P2/c;;1-8(2,3)7-9(4,5)6/h;1H3;(H2,1,2,3)(H2,4,5,6)/q+3;;/p-3
",,H4MnNO7P2
DTXSID0026252,DSSTox_Substance_Id,DTXSID0026252,Triphenyl phosphite,DTXCID306252,101-02-0,HVLLSGMXQDNUAL-UHFFFAOYSA-N,Triphenyl phosphite,O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C18H15O3P/c1-4-10-16(11-5-1)19-22(20-17-12-6-2-7-13-17)21-18-14-8-3-9-15-18/h1-15H
",O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1,C18H15O3P
DTXSID0032077,DSSTox_Substance_Id,DTXSID0032077,Sodium selenite,DTXCID8012077,10102-18-8,BVTBRVFYZUCAKH-UHFFFAOYSA-L,Disodium selenite,[Na+].[Na+].[O-][Se]([O-])=O,"InChI=1S/2Na.H2O3Se/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2
",,Na2O3Se
DTXSID1024334,DSSTox_Substance_Id,DTXSID1024334,Thallium nitrate,DTXCID504334,10102-45-1,FYWSTUCDSVYLPV-UHFFFAOYSA-N,Thallium(1+) nitrate,[Tl+].[O-][N+]([O-])=O,"InChI=1S/NO3.Tl/c2-1(3)4;/q-1;+1
",,NO3Tl
DTXSID60872548,DSSTox_Substance_Id,DTXSID60872548,Copper(II) pyrophosphate,,10102-90-6,,,,,,
DTXSID4049828,DSSTox_Substance_Id,DTXSID4049828,Tetrakis[2-[bis(2-hydroxyethyl)amino-kappaN]ethanolato-kappaO]zirconium,DTXCID8029787,101033-44-7,ZHYKLLIOAFYKQR-UHFFFAOYSA-N,Zirconium(4+) tetrakis{2-[bis(2-hydroxyethyl)amino]ethan-1-olate},OCCN(CCO)CCO[Zr](OCCN(CCO)CCO)(OCCN(CCO)CCO)OCCN(CCO)CCO,"InChI=1S/4C6H14NO3.Zr/c4*8-4-1-7(2-5-9)3-6-10;/h4*8-9H,1-6H2;/q4*-1;+4
",,C24H56N4O12Zr
DTXSID9020089,DSSTox_Substance_Id,DTXSID9020089,Anilazine,DTXCID6089,101-05-3,IMHBYKMAHXWHRP-UHFFFAOYSA-N,"4,6-Dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine",ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,"InChI=1S/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)
",ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,C9H5Cl3N4
DTXSID6020226,DSSTox_Substance_Id,DTXSID6020226,Cadmium chloride,DTXCID40226,10108-64-2,YKYOUMDCQGMQQO-UHFFFAOYSA-L,Cadmium dichloride,[Cl-].[Cl-].[Cd++],"InChI=1S/Cd.2ClH/h;2*1H/q+2;;/p-2
",,CdCl2
DTXSID20881414,DSSTox_Substance_Id,DTXSID20881414,Cerium trinitrate,DTXCID401022669,10108-73-3,HSJPMRKMPBAUAU-UHFFFAOYSA-N,Cerium(3+) trinitrate,[Ce+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,"InChI=1S/Ce.3NO3/c;3*2-1(3)4/q+3;3*-1
",,CeN3O9
DTXSID9034232,DSSTox_Substance_Id,DTXSID9034232,2-(m-Chlorophenoxy)propionic acid,DTXCID7014232,101-10-0,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,2-(3-Chlorophenoxy)propanoic acid,CC(OC1=CC(Cl)=CC=C1)C(O)=O,"InChI=1/C9H9ClO3/c1-6(9(11)12)13-8-4-2-3-7(10)5-8/h2-6H,1H3,(H,11,12)
",CC(OC1=CC(Cl)=CC=C1)C(O)=O,C9H9ClO3
DTXSID6044351,DSSTox_Substance_Id,DTXSID6044351,Mercury chloride (Hg2Cl2),DTXCID4024351,10112-91-1,ZOMNIUBKTOKEHS-UHFFFAOYSA-L,Dichloridodimercury(Hg-Hg),Cl[Hg][Hg]Cl,"InChI=1S/2ClH.2Hg/h2*1H;;/q;;2*+1/p-2
",,Cl2Hg2
DTXSID5020865,DSSTox_Substance_Id,DTXSID5020865,"4,4'-Methylenebis(2-chloroaniline)",DTXCID50865,101-14-4,IBOFVQJTBBUKMU-UHFFFAOYSA-N,"4,4'-Methylenebis(2-chloroaniline)",NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1,"InChI=1S/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2
",NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1,C13H12Cl2N2
DTXSID80889532,DSSTox_Substance_Id,DTXSID80889532,Potassium sulfite,DTXCID701028785,10117-38-1,BHZRJJOHZFYXTO-UHFFFAOYSA-L,Dipotassium sulfite,[K+].[K+].[O-]S([O-])=O,"InChI=1S/2K.H2O3S/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2
",,K2O3S
DTXSID1045033,DSSTox_Substance_Id,DTXSID1045033,Minocycline,DTXCID9025033,10118-90-8,DYKFCLLONBREIL-KVUCHLLUSA-N,"(4S,4aS,5aR,12aS)-4,7-Bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,"InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27,29-30,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17-,23-/m0/s1
",CN(C)C1C2CC3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3C(=O)C2(O)C(=O)C(C(N)=O)C1=O,C23H27N3O7
DTXSID8024101,DSSTox_Substance_Id,DTXSID8024101,Tribenuron-methyl,DTXCID004101,101200-48-0,VLCQZHSMCYCDJL-UHFFFAOYSA-N,"Methyl 2-{[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)(methyl)carbamoyl]sulfamoyl}benzoate",COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(OC)=NC(C)=N1,"InChI=1S/C15H17N5O6S/c1-9-16-13(18-14(17-9)26-4)20(2)15(22)19-27(23,24)11-8-6-5-7-10(11)12(21)25-3/h5-8H,1-4H3,(H,19,22)
",COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(OC)=NC(C)=N1,C15H17N5O6S
DTXSID4026214,DSSTox_Substance_Id,DTXSID4026214,Triclocarban,DTXCID906214,101-20-2,ICUTUKXCWQYESQ-UHFFFAOYSA-N,"N-(4-Chlorophenyl)-N'-(3,4-dichlorophenyl)urea",ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1,"InChI=1S/C13H9Cl3N2O/c14-8-1-3-9(4-2-8)17-13(19)18-10-5-6-11(15)12(16)7-10/h1-7H,(H2,17,18,19)
",ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1,C13H9Cl3N2O
DTXSID0057918,DSSTox_Substance_Id,DTXSID0057918,Cycloxydim,DTXCID5031686,101205-02-1,GGWHBJGBERXSLL-UHFFFAOYSA-N,2-(N-Ethoxybutanimidoyl)-3-hydroxy-5-(thian-3-yl)cyclohex-2-en-1-one,CCCC(=NOCC)C1=C(O)CC(CC1=O)C1CCCSC1,"InChI=1/C17H27NO3S/c1-3-6-14(18-21-4-2)17-15(19)9-13(10-16(17)20)12-7-5-8-22-11-12/h12-13,19H,3-11H2,1-2H3
",CCCC(=NOCC)C1C(=O)CC(CC1=O)C1CCCSC1,C17H27NO3S
DTXSID7020764,DSSTox_Substance_Id,DTXSID7020764,Chlorpropham,DTXCID10764,101-21-3,CWJSHJJYOPWUGX-UHFFFAOYSA-N,Propan-2-yl (3-chlorophenyl)carbamate,CC(C)OC(=O)NC1=CC=CC(Cl)=C1,"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)
",CC(C)OC(=O)NC1=CC=CC(Cl)=C1,C10H12ClNO2
DTXSID70554727,DSSTox_Substance_Id,DTXSID70554727,"2,2,6,6-Tetramethylpiperidin-4-yl dodecanoate",DTXCID50505510,101238-01-1,XVKKTGPETSQMSD-UHFFFAOYSA-N,"2,2,6,6-Tetramethylpiperidin-4-yl dodecanoate",CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,"InChI=1S/C21H41NO2/c1-6-7-8-9-10-11-12-13-14-15-19(23)24-18-16-20(2,3)22-21(4,5)17-18/h18,22H,6-17H2,1-5H3
",CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,C21H41NO2
DTXSID1020229,DSSTox_Substance_Id,DTXSID1020229,Cadmium sulfate (1:1),DTXCID30229,10124-36-4,QCUOBSQYDGUHHT-UHFFFAOYSA-L,Cadmium sulfate,[Cd++].[O-]S([O-])(=O)=O,"InChI=1S/Cd.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2
",,CdO4S
DTXSID1039719,DSSTox_Substance_Id,DTXSID1039719,"Nitric acid, calcium salt (2:1)",DTXCID9019719,10124-37-5,ZCCIPPOKBCJFDN-UHFFFAOYSA-N,Calcium dinitrate,[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,"InChI=1S/Ca.2NO3/c;2*2-1(3)4/q+2;2*-1
",,CaN2O6
DTXSID2034415,DSSTox_Substance_Id,DTXSID2034415,Calcium thiosulfate,DTXCID0014415,10124-41-1,FAYYUXPSKDFLEC-UHFFFAOYSA-L,Calcium sulfurothioate,[Ca++].[O-]S([S-])(=O)=O,"InChI=1S/Ca.H2O3S2/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2
",,CaO3S2
DTXSID1031042,DSSTox_Substance_Id,DTXSID1031042,Cobalt sulfate,DTXCID9011042,10124-43-3,KTVIXTQDYHMGHF-UHFFFAOYSA-L,Cobalt(2+) sulfate,[Co++].[O-]S([O-])(=O)=O,"InChI=1S/Co.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2
",,CoO4S
DTXSID1047522,DSSTox_Substance_Id,DTXSID1047522,Sodium hexametaphosphate,DTXCID9027522,10124-56-8,GCLGEJMYGQKIIW-UHFFFAOYSA-H,"Hexasodium 2,4,6,8,10,12-hexaoxo-2lambda~5~,4lambda~5~,6lambda~5~,8lambda~5~,10lambda~5~,12lambda~5~-cyclohexaphosphoxane-2,4,6,8,10,12-hexakis(olate)",[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P1(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)O1,"InChI=1S/6Na.H6O18P6/c;;;;;;1-19(2)13-20(3,4)15-22(7,8)17-24(11,12)18-23(9,10)16-21(5,6)14-19/h;;;;;;(H,1,2)(H,3,4)(H,5,6)(H,7,8)(H,9,10)(H,11,12)/q6*+1;/p-6
",,Na6O18P6
DTXSID8037754,DSSTox_Substance_Id,DTXSID8037754,"2,4,6-Tris(allyloxy)-1,3,5-triazine",DTXCID6017754,101-37-1,BJELTSYBAHKXRW-UHFFFAOYSA-N,"2,4,6-Tris[(prop-2-en-1-yl)oxy]-1,3,5-triazine",C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,"InChI=1S/C12H15N3O3/c1-4-7-16-10-13-11(17-8-5-2)15-12(14-10)18-9-6-3/h4-6H,1-3,7-9H2
",C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,C12H15N3O3
DTXSID4025587,DSSTox_Substance_Id,DTXSID4025587,2-Methylcinnamic aldehyde,DTXCID705587,101-39-3,VLUMOWNVWOXZAU-UHFFFAOYSA-N,2-Methyl-3-phenylprop-2-enal,CC(C=O)=CC1=CC=CC=C1,"InChI=1S/C10H10O/c1-9(8-11)7-10-5-3-2-4-6-10/h2-8H,1H3
",CC(C=O)=CC1=CC=CC=C1,C10H10O
DTXSID9064970,DSSTox_Substance_Id,DTXSID9064970,Cobalt(II) nitrate,DTXCID2032633,10141-05-6,UFMZWBIQTDUYBN-UHFFFAOYSA-N,Cobalt(2+) dinitrate,[Co++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,"InChI=1S/Co.2NO3/c;2*2-1(3)4/q+2;2*-1
",,CoN2O6
DTXSID1044352,DSSTox_Substance_Id,DTXSID1044352,Methyl phenylacetate,DTXCID9024352,101-41-7,CRZQGDNQQAALAY-UHFFFAOYSA-N,Methyl phenylacetate,COC(=O)CC1=CC=CC=C1,"InChI=1S/C9H10O2/c1-11-9(10)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3
",COC(=O)CC1=CC=CC=C1,C9H10O2
DTXSID7037551,DSSTox_Substance_Id,DTXSID7037551,Fenuron,DTXCID5017551,101-42-8,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,"N,N-Dimethyl-N'-phenylurea",CN(C)C(=O)NC1=CC=CC=C1,"InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)
",CN(C)C(=O)NC1=CC=CC=C1,C9H12N2O
DTXSID7051507,DSSTox_Substance_Id,DTXSID7051507,Cyclohexyl methacrylate,DTXCID8030055,101-43-9,OIWOHHBRDFKZNC-UHFFFAOYSA-N,Cyclohexyl 2-methylprop-2-enoate,CC(=C)C(=O)OC1CCCCC1,"InChI=1S/C10H16O2/c1-8(2)10(11)12-9-6-4-3-5-7-9/h9H,1,3-7H2,2H3
",CC(=C)C(=O)OC1CCCCC1,C10H16O2
DTXSID1041978,DSSTox_Substance_Id,DTXSID1041978,Flufenoxuron,DTXCID9021978,101463-69-8,RYLHNOVXKPXDIP-UHFFFAOYSA-N,"N-({4-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-fluorophenyl}carbamoyl)-2,6-difluorobenzamide",FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C=C(OC2=C(Cl)C=C(C=C2)C(F)(F)F)C=C1,"InChI=1S/C21H11ClF6N2O3/c22-12-8-10(21(26,27)28)4-7-17(12)33-11-5-6-16(15(25)9-11)29-20(32)30-19(31)18-13(23)2-1-3-14(18)24/h1-9H,(H2,29,30,31,32)
",FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C=C(OC2=C(Cl)C=C(C=C2)C(F)(F)F)C=C1,C21H11ClF6N2O3
DTXSID3047001,DSSTox_Substance_Id,DTXSID3047001,Phenylacetaldehyde dimethyl acetal,DTXCID1027001,101-48-4,WNJSKZBEWNVKGU-UHFFFAOYSA-N,"(2,2-Dimethoxyethyl)benzene",COC(CC1=CC=CC=C1)OC,"InChI=1S/C10H14O2/c1-11-10(12-2)8-9-6-4-3-5-7-9/h3-7,10H,8H2,1-2H3
",COC(CC1=CC=CC=C1)OC,C10H14O2
DTXSID6059231,DSSTox_Substance_Id,DTXSID6059231,"4-Aminoazobenzene-3,4'-disulphonic acid",DTXCID4032580,101-50-8,DCYBHNIOTZBCFS-UHFFFAOYSA-N,2-Amino-5-[(4-sulfophenyl)diazenyl]benzene-1-sulfonic acid,NC1=C(C=C(C=C1)N=NC1=CC=C(C=C1)S(O)(=O)=O)S(O)(=O)=O,"InChI=1S/C12H11N3O6S2/c13-11-6-3-9(7-12(11)23(19,20)21)15-14-8-1-4-10(5-2-8)22(16,17)18/h1-7H,13H2,(H,16,17,18)(H,19,20,21)
",NC1=C(C=C(C=C1)N=NC1=CC=C(C=C1)S(O)(=O)=O)S(O)(=O)=O,C12H11N3O6S2
DTXSID10869362,DSSTox_Substance_Id,DTXSID10869362,"4,6-Dimethyl-2-(2-methylpropyl)-1,3,5-dithiazinane",DTXCID20817354,101517-87-7,FVPPILNIVWRBNY-UHFFFAOYSA-N,"4,6-Dimethyl-2-(2-methylpropyl)-1,3,5-dithiazinane",CC(C)CC1SC(C)NC(C)S1,"InChI=1/C9H19NS2/c1-6(2)5-9-11-7(3)10-8(4)12-9/h6-10H,5H2,1-4H3
",CC(C)CC1SC(C)NC(C)S1,C9H19NS2
DTXSID7025895,DSSTox_Substance_Id,DTXSID7025895,"N-Phenyl-1,4-benzenediamine",DTXCID805895,101-54-2,ATGUVEKSASEFFO-UHFFFAOYSA-N,"N~1~-Phenylbenzene-1,4-diamine",NC1=CC=C(NC2=CC=CC=C2)C=C1,"InChI=1S/C12H12N2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,14H,13H2
",NC1=CC=C(NC2=CC=CC=C2)C=C1,C12H12N2
DTXSID5020869,DSSTox_Substance_Id,DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",DTXCID70869,101-61-1,JNRLEMMIVRBKJE-UHFFFAOYSA-N,"4,4'-Methylenebis(N,N-dimethylaniline)",CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,"InChI=1S/C17H22N2/c1-18(2)16-9-5-14(6-10-16)13-15-7-11-17(12-8-15)19(3)4/h5-12H,13H2,1-4H3
",CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,C17H22N2
DTXSID70872554,DSSTox_Substance_Id,DTXSID70872554,Disodium monofluorophosphate,DTXCID90820830,10163-15-2,BFDWBSRJQZPEEB-UHFFFAOYSA-L,Disodium phosphorofluoridate,[Na+].[Na+].[O-]P([O-])(F)=O,"InChI=1S/FH2O3P.2Na/c1-5(2,3)4;;/h(H2,2,3,4);;/q;2*+1/p-2
",,FNa2O3P
DTXSID30893609,DSSTox_Substance_Id,DTXSID30893609,3-(4-Fluorophenyl)-2-methylpropanoyl chloride,DTXCID201323637,1017183-70-8,HJOAOPVBPDCOFZ-UHFFFAOYSA-N,3-(4-Fluorophenyl)-2-methylpropanoyl chloride,CC(CC1=CC=C(F)C=C1)C(Cl)=O,"InChI=1/C10H10ClFO/c1-7(10(11)13)6-8-2-4-9(12)5-3-8/h2-5,7H,6H2,1H3
",CC(CC1=CC=C(F)C=C1)C(Cl)=O,C10H10ClFO
DTXSID1025485,DSSTox_Substance_Id,DTXSID1025485,N-Isopropyl-N'-phenyl-p-phenylenediamine,DTXCID705485,101-72-4,OUBMGJOQLXMSNT-UHFFFAOYSA-N,"N~1~-Phenyl-N~4~-(propan-2-yl)benzene-1,4-diamine",CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,"InChI=1S/C15H18N2/c1-12(2)16-14-8-10-15(11-9-14)17-13-6-4-3-5-7-13/h3-12,16-17H,1-2H3
",CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,C15H18N2
DTXSID6022422,DSSTox_Substance_Id,DTXSID6022422,"4,4'-Diaminobiphenyl methane",DTXCID402422,101-77-9,YBRVSVVVWCFQMG-UHFFFAOYSA-N,"4,4'-Methylenedianiline",NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,"InChI=1S/C13H14N2/c14-12-5-1-10(2-6-12)9-11-3-7-13(15)8-4-11/h1-8H,9,14-15H2
",NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,C13H14N2
DTXSID0021094,DSSTox_Substance_Id,DTXSID0021094,"4,4'-Oxydianiline",DTXCID401094,101-80-4,HLBLWEWZXPIGSM-UHFFFAOYSA-N,"4,4'-Oxydianiline",NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,"InChI=1S/C12H12N2O/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2
",NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,C12H12N2O
DTXSID4046787,DSSTox_Substance_Id,DTXSID4046787,Diclazuril,DTXCID2026787,101831-37-2,ZSZFUDFOPOMEET-UHFFFAOYSA-N,"(4-Chlorophenyl)[2,6-dichloro-4-(3,5-dioxo-4,5-dihydro-1,2,4-triazin-2(3H)-yl)phenyl]acetonitrile",ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,"InChI=1/C17H9Cl3N4O2/c18-10-3-1-9(2-4-10)12(7-21)16-13(19)5-11(6-14(16)20)24-17(26)23-15(25)8-22-24/h1-6,8,12H,(H,23,25,26)
",ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,C17H9Cl3N4O2
DTXSID6025018,DSSTox_Substance_Id,DTXSID6025018,Dicyclohexylamine,DTXCID005018,101-83-7,XBPCUCUWBYBCDP-UHFFFAOYSA-N,N-Cyclohexylcyclohexanamine,C1CCC(CC1)NC1CCCCC1,"InChI=1S/C12H23N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h11-13H,1-10H2
",C1CCC(CC1)NC1CCCCC1,C12H23N
DTXSID9021847,DSSTox_Substance_Id,DTXSID9021847,Diphenyl oxide,DTXCID701847,101-84-8,USIUVYZYUHIAEV-UHFFFAOYSA-N,"1,1'-Oxydibenzene",O(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H
",O(C1=CC=CC=C1)C1=CC=CC=C1,C12H10O
DTXSID2020470,DSSTox_Substance_Id,DTXSID2020470,Diglycidyl resorcinol ether,DTXCID80470,101-90-6,WPYCRFCQABTEKC-UHFFFAOYSA-N,"2,2'-[1,3-Phenylenebis(oxymethylene)]bis(oxirane)",C(OC1=CC(OCC2CO2)=CC=C1)C1CO1,"InChI=1/C12H14O4/c1-2-9(13-5-11-7-15-11)4-10(3-1)14-6-12-8-16-12/h1-4,11-12H,5-8H2
",C(OC1=CC(OCC2CO2)=CC=C1)C1CO1,C12H14O4
